Departure,Return,Bike,Departure station,Return station,Membership Type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration,Number of stopovers
2/20/2019 12:00,2/20/2019 12:00,402,0235 Charles & Commercial,0150 Alexander & Main,90 Day,3573,1259,3758,3887,11,10,0,0
2/20/2019 12:00,2/20/2019 12:00,144,0129 Richards & Robson,0007 12th & Yukon,365 Corporate Plus,2785,703,3893,4187,7,9,0,0
2/20/2019 12:00,2/20/2019 12:00,232,0044 Pacific & Richards,0057 Marinaside & Cooperage,Archived Monthly Standard,1043,244,3797,3926,7,8,0,0
2/20/2019 12:00,2/20/2019 12:00,337,0069 7th & Granville,0081 7th & Heather,365 Plus,1425,298,3769,3903,6,8,0,0
2/20/2019 12:00,2/20/2019 12:00,2051,0036 Bute & Robson,0196 Drake & Hornby,365 Day Pass Plus SALE,1392,502,3700,3790,12,11,0,0
2/20/2019 12:00,2/20/2019 12:00,1358,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,6285,2879,3924,4126,16,11,0,0
2/20/2019 12:00,2/20/2019 12:00,246,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,6364,2852,4030,4292,16,8,0,0
2/20/2019 12:00,2/20/2019 12:00,67,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,6340,2829,3706,3910,14,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1818,0199 Georgia & Main,0030 Abbott & Cordova,365 Day Pass Plus SALE,974,231,3734,3850,7,9,0,0
2/20/2019 12:00,2/20/2019 12:00,46,0050 Bute & Comox,0024 Hornby & Pender,90 Day,1517,529,3829,3916,17,15,0,0
2/20/2019 12:00,2/20/2019 12:00,1469,0083 Aquatic Centre,0079 Nelson & Richards,365 Day Pass Plus SALE,2068,593,3932,4109,9,8,0,0
2/20/2019 12:00,2/20/2019 12:00,173,0021 Cordova & Granville,0167 Cordova & Columbia,365 Standard,1002,220,3935,4093,7,8,0,0
2/20/2019 12:00,2/20/2019 12:00,718,0197 1st & Main,0199 Georgia & Main,365 Day Founding Standard,1417,481,3684,3752,15,15,0,0
2/20/2019 12:00,2/20/2019 12:00,533,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7138,1899,4084,4245,9,10,0,0
2/20/2019 12:00,2/20/2019 12:00,625,0203 Pine & 14th,0069 7th & Granville,365 Standard,1125,314,3529,3829,7,8,0,0
2/20/2019 12:00,2/20/2019 12:00,104,0052 Cambie & Water,0087 Broughton & Burnaby,Archived Monthly Standard,2971,1302,3939,4085,7,9,0,0
2/20/2019 12:00,2/20/2019 12:00,1058,0176 10th & Ontario,0001 10th & Cambie,365 Corporate Standard,751,193,3864,3956,7,9,0,0
2/20/2019 12:00,2/20/2019 12:00,1069,0073 Ontario & 5th,0030 Abbott & Cordova,365 Day Pass Standard SALE,2429,620,3787,4042,11,12,0,0
2/20/2019 12:00,2/20/2019 12:00,168,0052 Cambie & Water,0087 Broughton & Burnaby,Archived Monthly Standard,2956,1273,3803,4042,7,8,0,0
2/20/2019 12:00,2/20/2019 12:00,612,0009 Spyglass & Seawall,0173 1st & Columbia,Archived Monthly Standard,630,164,3748,3863,6,7,0,0
2/20/2019 12:00,2/20/2019 12:00,2072,0011 Ontario & Seawall,0008 8th & Ash,VIP,1848,592,3619,3776,9,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1850,0016 Pender & Burrard,0019 Robson & Hornby,365 Day Founding Plus,704,205,3926,4035,6,7,0,0
2/20/2019 12:00,2/20/2019 12:00,678,0232 Britannia Parking Lot,0229 Keefer & Princess,365 Corporate Standard,1852,572,3752,3911,8,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1865,0052 Cambie & Water,0014 Canada Place,24 Hour,1694,1427,3903,4006,6,7,0,0
2/20/2019 12:00,2/20/2019 12:00,327,0037 Hornby & Nelson,0069 7th & Granville,365 Standard,2242,592,3969,4155,9,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1818,0030 Abbott & Cordova,0015 Granville & Georgia,365 Standard,1978,773,3760,3893,9,10,130,1
2/20/2019 12:00,2/20/2019 12:00,1679,0052 Cambie & Water,0014 Canada Place,24 Hour,1668,1476,3648,3706,6,7,0,0
2/20/2019 12:00,2/20/2019 12:00,655,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,2989,1715,3802,3918,10,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1923,0024 Hornby & Pender,0019 Robson & Hornby,365 Day Founding Standard,606,273,3951,4066,6,7,0,0
2/20/2019 12:00,2/20/2019 12:00,1936,0001 10th & Cambie,0176 10th & Ontario,365 Day Founding Plus,759,177,3735,3855,11,12,0,0
2/20/2019 12:00,2/20/2019 12:00,1007,0115 Cypress & 16th,0113 Arbutus & 16th,Archived Monthly Standard,1313,587,3750,3881,8,9,0,0
2/20/2019 12:00,2/20/2019 12:00,417,0034 Cordova & Bute,0036 Bute & Robson,365 Day Founding Standard,606,535,3816,3797,6,7,0,0
2/20/2019 12:00,2/20/2019 12:00,1838,0204 York & Yew,0139 Burrard & 4th,24 Hour,1149,370,3763,3892,6,5,0,0
2/20/2019 12:00,2/20/2019 12:00,402,0150 Alexander & Main,0044 Pacific & Richards,90 Day,5072,1823,3768,3953,11,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1511,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,3022,1562,3848,4067,9,9,0,0
2/20/2019 12:00,2/20/2019 12:00,1950,0083 Aquatic Centre,0102 Stanley Park - Second Beach North,365 Day Pass Standard SALE,2507,669,3974,4106,8,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1448,0171 5th & Yukon,0030 Abbott & Cordova,365 Day Pass Standard SALE,2458,622,4043,4174,6,9,0,0
2/20/2019 12:00,2/20/2019 12:00,76,0165 Columbia & 4th,0053 Keefer & Abbott,Archived Monthly Standard,2368,479,3974,4143,12,13,0,0
2/20/2019 12:00,2/20/2019 12:00,2166,0064 Expo & Smithe,0024 Hornby & Pender,365 Plus,1643,539,3748,3810,14,14,0,0
2/20/2019 12:00,2/20/2019 12:00,592,0134 14th & Main,0229 Keefer & Princess,365 Corporate Plus,3555,1142,4064,4235,7,8,0,0
2/20/2019 12:00,2/20/2019 12:00,1313,0060 Bidwell & Burnaby,0104 Stanley Park - Second Beach South,365 Plus,1382,356,3940,4063,8,10,0,0
2/20/2019 12:00,2/20/2019 12:00,780,0129 Richards & Robson,0082 Richards & Davie,365 Day Founding Standard,673,185,4006,4095,6,8,0,0
2/20/2019 12:00,2/20/2019 12:00,2162,0078 Nelson & Mainland,0005 Dunsmuir & Beatty,365 Corporate Plus,0,641,3993,4056,7,7,0,0
2/20/2019 12:00,2/20/2019 12:00,1850,0019 Robson & Hornby,0052 Cambie & Water,365 Standard,1656,483,3929,4047,7,9,0,0
2/20/2019 12:00,2/20/2019 12:00,849,0213 Pender & Gore,0066 Anderson & 2nd,365 Standard,4655,1387,3671,3784,12,9,0,0
2/20/2019 12:00,2/20/2019 12:00,570,0134 14th & Main,0082 Richards & Davie,365 Day Founding Standard,4161,1043,3474,3748,9,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1058,0001 10th & Cambie,0255 18th & Main,365 Corporate Standard,1862,637,3881,4026,7,10,0,0
2/20/2019 12:00,2/20/2019 12:00,1655,0099 Vancouver Art Gallery - North Plaza,0088 Harwood & Bute,365 Corporate Plus,1553,454,3542,3626,7,9,0,0
2/20/2019 12:00,2/20/2019 12:00,1449,0080 Laurel & Broadway,0172 10th & Columbia,365 Day Pass Standard SALE,1214,403,3645,3752,10,10,0,0
2/20/2019 12:00,2/20/2019 12:00,32,0014 Canada Place,0060 Bidwell & Burnaby,365 Day Pass Plus SALE,3163,991,3939,4153,7,11,0,0
2/20/2019 12:00,2/20/2019 12:00,1675,0024 Hornby & Pender,0088 Harwood & Bute,365 Standard,1960,660,3692,3889,6,9,0,0
2/20/2019 12:00,2/20/2019 12:00,663,0197 1st & Main,0004 Yaletown-Roundhouse Station,365 Plus,2719,677,3710,3826,18,14,0,0
2/20/2019 12:00,2/20/2019 13:00,1775,0102 Stanley Park - Second Beach North,0011 Ontario & Seawall,365 Day Founding Standard,6628,1483,3910,4237,6,11,0,0
2/20/2019 12:00,2/20/2019 12:00,1606,0012 Dunsmuir & Richards,0057 Marinaside & Cooperage,365 Day Founding Standard,1364,422,3987,4111,14,12,0,0
2/20/2019 12:00,2/20/2019 13:00,1923,0019 Robson & Hornby,0071 14th & Granville,365 Day Pass Plus SALE,5413,1388,3974,4208,10,11,0,0
2/20/2019 12:00,2/20/2019 12:00,677,0024 Hornby & Pender,0150 Alexander & Main,365 Day Founding Standard,2229,551,3831,3961,7,9,0,0
2/20/2019 12:00,2/20/2019 13:00,1729,0001 10th & Cambie,0001 10th & Cambie,365 Corporate Plus,2007,995,3824,3993,6,6,0,0
2/20/2019 12:00,2/20/2019 13:00,1956,0032 Comox & Denman,0099 Vancouver Art Gallery - North Plaza,365 Day Founding Plus,5184,2013,3863,4040,7,9,388,1
2/20/2019 12:00,2/20/2019 12:00,293,0096 Nicola & Robson,0201 Shaw Tower,365 Day Pass Standard SALE,1229,383,4022,4114,10,11,0,0
2/20/2019 12:00,2/20/2019 13:00,782,0098 Carrall & Hastings,0037 Hornby & Nelson,365 Corporate Plus,2042,2072,3684,3827,10,7,0,0
2/20/2019 12:00,2/20/2019 12:00,1106,0050 Bute & Comox,0187 Bute & Davie,Vancity Community Pass,345,127,3839,3929,16,16,0,0
2/20/2019 12:00,2/20/2019 13:00,1955,0297 6th & Prince Edward,0167 Cordova & Columbia,365 Day Pass Standard SALE,2321,543,3800,3984,6,8,0,0
2/20/2019 12:00,2/20/2019 13:00,592,0229 Keefer & Princess,0012 Dunsmuir & Richards,365 Plus,2121,598,4135,4261,9,10,0,0
2/20/2019 12:00,2/20/2019 13:00,1911,0187 Bute & Davie,0136 David Lam Park - West,Vancity Community Pass,8121,3002,3814,3963,13,9,0,0
2/20/2019 12:00,2/20/2019 13:00,548,0105 Stanley Park - Totem Poles,0196 Drake & Hornby,24 Hour,8049,2777,4034,4163,16,9,0,0
2/20/2019 12:00,2/20/2019 13:00,1419,0193 Science World,0173 1st & Columbia,Archived Monthly Standard,910,558,3840,3929,10,10,0,0
2/20/2019 12:00,2/20/2019 13:00,655,0105 Stanley Park - Totem Poles,0196 Drake & Hornby,24 Hour,7994,2749,3855,4022,11,9,0,0
2/20/2019 12:00,2/20/2019 13:00,1219,0125 Hamilton & Robson,0082 Richards & Davie,365 Corporate Plus,957,403,3656,3853,7,8,0,0
2/20/2019 12:00,2/20/2019 13:00,1765,0193 Science World,0011 Ontario & Seawall,365 Standard,0,381,3481,3558,9,8,0,0
2/20/2019 12:00,2/20/2019 13:00,402,0044 Pacific & Richards,0082 Richards & Davie,90 Day,410,214,3853,3937,11,9,0,0
2/20/2019 12:00,2/20/2019 13:00,663,0004 Yaletown-Roundhouse Station,0030 Abbott & Cordova,Archived Monthly Standard,1886,645,3735,3840,13,13,0,0
2/20/2019 13:00,2/20/2019 13:00,625,0069 7th & Granville,0139 Burrard & 4th,365 Day Pass Standard SALE,841,1200,3697,3752,6,11,0,0
2/20/2019 13:00,2/20/2019 13:00,640,0199 Georgia & Main,0225 McLean & Pender,365 Corporate Standard,2742,813,3985,4174,6,9,0,0
2/20/2019 13:00,2/20/2019 13:00,1951,0036 Bute & Robson,0083 Aquatic Centre,Vancity Community Pass,1194,436,3913,4034,12,12,0,0
2/20/2019 13:00,2/20/2019 13:00,2166,0024 Hornby & Pender,0017 Marinaside & Davie,365 Plus,2184,653,3723,3856,9,9,0,0
2/20/2019 13:00,2/20/2019 14:00,1433,0033 Robson & Denman,0102 Stanley Park - Second Beach North,24 Hour,5989,6197,3761,3872,7,8,0,0
2/20/2019 13:00,2/20/2019 13:00,922,0239 Grant & Commercial,0280 Triumph & Victoria,365 Standard,2035,792,3882,4018,17,13,0,0
2/20/2019 13:00,2/20/2019 14:00,1060,0033 Robson & Denman,0102 Stanley Park - Second Beach North,24 Hour,5936,6164,3831,3934,7,8,0,0
2/20/2019 13:00,2/20/2019 14:00,1393,0033 Robson & Denman,0102 Stanley Park - Second Beach North,24 Hour,5972,6086,3676,3847,6,6,0,0
2/20/2019 13:00,2/20/2019 13:00,325,0081 7th & Heather,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,2182,478,3956,4096,15,15,0,0
2/20/2019 13:00,2/20/2019 13:00,1290,0201 Shaw Tower,0041 Cardero & Robson,24 Hour,2205,1104,3976,4151,6,7,0,0
2/20/2019 13:00,2/20/2019 13:00,1500,0143 South False Creek Seawall,0238 Thornton & 1st,365 Corporate Standard,3185,681,3874,4018,13,12,0,0
2/20/2019 13:00,2/20/2019 13:00,554,0201 Shaw Tower,0041 Cardero & Robson,24 Hour,2195,1074,3473,3742,6,5,0,0
2/20/2019 13:00,2/20/2019 13:00,49,0001 10th & Cambie,0173 1st & Columbia,365 Plus,1280,322,3594,3732,6,9,0,0
2/20/2019 13:00,2/20/2019 13:00,1166,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1000,499,4018,4116,14,13,0,0
2/20/2019 13:00,2/20/2019 13:00,693,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1004,489,3779,3892,15,12,0,0
2/20/2019 13:00,2/20/2019 13:00,1088,0012 Dunsmuir & Richards,0105 Stanley Park - Totem Poles,24 Hour,4919,1575,3913,4076,17,13,0,0
2/20/2019 13:00,2/20/2019 13:00,1441,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1010,481,3839,3948,15,14,0,0
2/20/2019 13:00,2/20/2019 13:00,1078,0012 Dunsmuir & Richards,0105 Stanley Park - Totem Poles,24 Hour,4812,1559,3937,4166,17,12,0,0
2/20/2019 13:00,2/20/2019 13:00,1359,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1018,447,3860,4029,16,14,0,0
2/20/2019 13:00,2/20/2019 13:00,880,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1061,505,3853,4019,16,14,0,0
2/20/2019 13:00,2/20/2019 13:00,746,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1006,417,3781,3960,15,15,0,0
2/20/2019 13:00,2/20/2019 13:00,632,0012 Dunsmuir & Richards,0105 Stanley Park - Totem Poles,24 Hour,4833,1492,3951,4179,17,12,0,0
2/20/2019 13:00,2/20/2019 13:00,1219,0082 Richards & Davie,0125 Hamilton & Robson,365 Corporate Plus,1051,416,3697,3860,9,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1957,0024 Hornby & Pender,0105 Stanley Park - Totem Poles,Vancity Community Pass,4192,1294,4053,4242,7,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1043,0072 14th & Cambie,0106 Heather & 14th,365 Corporate Plus,394,237,3637,3874,6,5,0,0
2/20/2019 13:00,2/20/2019 13:00,1765,0011 Ontario & Seawall,0148 Creekside Park North,365 Standard,0,205,3473,3565,13,12,0,0
2/20/2019 13:00,2/20/2019 13:00,2107,0165 Columbia & 4th,0037 Hornby & Nelson,365 Corporate Standard,2685,735,3852,4003,15,13,0,0
2/20/2019 13:00,2/20/2019 13:00,1936,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Plus,761,153,3718,3827,7,9,0,0
2/20/2019 13:00,2/20/2019 14:00,1141,0047 Chilco & Beach,0083 Aquatic Centre,24 Hour,1564,566,3715,3831,9,9,0,0
2/20/2019 13:00,2/20/2019 13:00,1951,0083 Aquatic Centre,0104 Stanley Park - Second Beach South,365 Day Founding Plus,2291,711,3934,4072,12,12,0,0
2/20/2019 13:00,2/20/2019 13:00,284,0050 Bute & Comox,0005 Dunsmuir & Beatty,365 Day Founding Standard,2203,649,3740,3881,15,13,0,0
2/20/2019 13:00,2/20/2019 13:00,948,0039 Helmcken & Burrard,0039 Helmcken & Burrard,VIP,2,199,3974,4053,7,6,0,0
2/20/2019 13:00,2/20/2019 13:00,374,0099 Vancouver Art Gallery - North Plaza,0035 Coal Harbour Community Centre,365 Corporate Plus,1321,649,3831,3958,7,8,0,0
2/20/2019 13:00,2/20/2019 13:00,1529,0039 Helmcken & Burrard,0039 Helmcken & Burrard,VIP,0,171,3774,3835,7,7,0,0
2/20/2019 13:00,2/20/2019 13:00,1932,0054 Expo & Carrall,0004 Yaletown-Roundhouse Station,VIP,1480,410,3784,3884,12,12,0,0
2/20/2019 13:00,2/20/2019 13:00,812,0019 Robson & Hornby,0016 Pender & Burrard,365 Day Founding Plus,728,206,3784,3884,8,9,0,0
2/20/2019 13:00,2/20/2019 13:00,819,0055 Keefer & Columbia,0229 Keefer & Princess,365 Day Pass Standard SALE,810,459,3750,3872,6,7,0,0
2/20/2019 13:00,2/20/2019 13:00,1122,0025 Homer & Robson,0207 Alberni & Jervis,90 Day,1739,716,3603,3805,8,9,0,0
2/20/2019 13:00,2/20/2019 13:00,885,0011 Ontario & Seawall,0017 Marinaside & Davie,365 Standard,1915,678,3674,3771,16,14,0,0
2/20/2019 13:00,2/20/2019 13:00,712,0011 Ontario & Seawall,0017 Marinaside & Davie,365 Plus,1901,672,4053,4190,15,13,0,0
2/20/2019 13:00,2/20/2019 13:00,1723,0211 14th & Alder,0080 Laurel & Broadway,365 Day Founding Standard,1053,328,3814,3877,16,15,0,0
2/20/2019 13:00,2/20/2019 13:00,782,0037 Hornby & Nelson,0098 Carrall & Hastings,365 Corporate Plus,2078,716,3732,3819,8,9,0,0
2/20/2019 13:00,2/20/2019 13:00,453,0009 Spyglass & Seawall,0010 Stamp's Landing,Archived Monthly Standard,1249,580,3679,3803,6,9,0,0
2/20/2019 13:00,2/20/2019 13:00,1543,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Corporate Plus,902,221,3845,3992,7,7,0,0
2/20/2019 13:00,2/20/2019 13:00,1290,0041 Cardero & Robson,0083 Aquatic Centre,24 Hour,2546,1345,4040,4237,8,9,0,0
2/20/2019 13:00,2/20/2019 13:00,554,0041 Cardero & Robson,0041 Cardero & Robson,24 Hour,0,17,3528,3745,7,5,0,0
2/20/2019 13:00,2/20/2019 13:00,6,0009 Spyglass & Seawall,0066 Anderson & 2nd,365 Day Founding Plus,2221,595,3665,3916,7,10,0,0
2/20/2019 13:00,2/20/2019 13:00,554,0041 Cardero & Robson,0041 Cardero & Robson,24 Hour,0,28,3560,3713,8,4,0,0
2/20/2019 13:00,2/20/2019 13:00,1487,0107 8th & Ontario,0008 8th & Ash,365 Day Pass Standard SALE,949,288,3947,4001,20,19,0,0
2/20/2019 13:00,2/20/2019 13:00,554,0041 Cardero & Robson,0041 Cardero & Robson,24 Hour,0,66,3495,3705,8,6,0,0
2/20/2019 13:00,2/20/2019 13:00,1808,0092 Chilco & Barclay,0032 Comox & Denman,90 Day,716,587,3847,3802,8,8,0,0
2/20/2019 13:00,2/20/2019 15:00,1180,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,8204,6819,4029,4132,14,8,0,0
2/20/2019 13:00,2/20/2019 15:00,1016,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,8278,6771,3874,3930,15,7,0,0
2/20/2019 13:00,2/20/2019 13:00,2041,0104 Stanley Park - Second Beach South,0105 Stanley Park - Totem Poles,365 Day Founding Plus,2672,701,3976,4200,8,11,0,0
2/20/2019 13:00,2/20/2019 13:00,1678,0052 Cambie & Water,0021 Cordova & Granville,365 Standard,434,136,3781,3885,9,10,0,0
2/20/2019 13:00,2/20/2019 13:00,294,0041 Cardero & Robson,0083 Aquatic Centre,24 Hour,2599,1117,3784,4059,10,10,0,0
2/20/2019 13:00,2/20/2019 13:00,427,0030 Abbott & Cordova,0041 Cardero & Robson,Archived Monthly Standard,2403,804,3921,4019,12,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1951,0104 Stanley Park - Second Beach South,0028 Davie & Beach,365 Plus,1074,337,3992,4072,11,11,0,0
2/20/2019 13:00,2/20/2019 13:00,1547,0066 Anderson & 2nd,0010 Stamp's Landing,365 Day Founding Plus,1843,588,3561,3629,7,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1373,0108 1st & Chestnut,0167 Cordova & Columbia,365 Day Founding Plus,5439,1367,3976,4174,13,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1655,0088 Harwood & Bute,0099 Vancouver Art Gallery - North Plaza,365 Corporate Plus,1711,432,3520,3621,7,9,0,0
2/20/2019 13:00,2/20/2019 13:00,1449,0172 10th & Columbia,0037 Hornby & Nelson,90 Day,3722,1070,3665,3792,11,10,0,0
2/20/2019 13:00,2/20/2019 13:00,675,0241 4th & Commercial,0250 Woodland & 4th,Vancity Community Pass,287,116,3792,3924,12,12,0,0
2/20/2019 13:00,2/20/2019 13:00,721,0025 Homer & Robson,0024 Hornby & Pender,365 Day Founding Plus,1018,297,3918,4029,10,11,0,0
2/20/2019 13:00,2/20/2019 13:00,1504,0076 Cypress & 4th,0204 York & Yew,24 Hour,953,288,3897,4009,15,16,0,0
2/20/2019 13:00,2/20/2019 18:00,310,0063 Robson & Granville,0030 Abbott & Cordova,365 Standard,2195,673,3619,3764,8,6,0,0
2/20/2019 13:00,2/20/2019 14:00,1957,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,Vancity Community Pass,6597,2481,4150,4237,10,9,0,0
2/20/2019 13:00,2/20/2019 13:00,1054,0173 1st & Columbia,0161 Alexander & Dunlevy,365 Corporate Standard,2599,688,3871,4016,6,10,0,0
2/20/2019 13:00,2/20/2019 13:00,272,0030 Abbott & Cordova,0034 Cordova & Bute,365 Standard,1488,361,3835,4006,13,13,0,0
2/20/2019 13:00,2/20/2019 13:00,1391,0154 Kitsilano Beach Park,0083 Aquatic Centre,365 Standard,3161,940,4009,4187,17,15,0,0
2/20/2019 13:00,2/20/2019 14:00,1808,0032 Comox & Denman,0032 Comox & Denman,90 Day,1609,2199,3723,3913,9,9,1481,1
2/20/2019 13:00,2/20/2019 13:00,1872,0081 7th & Heather,0005 Dunsmuir & Beatty,365 Day Founding Standard,2297,528,3819,3761,16,15,0,0
2/20/2019 13:00,2/20/2019 13:00,374,0035 Coal Harbour Community Centre,0053 Keefer & Abbott,365 Standard,2150,868,3847,3982,7,8,0,0
2/20/2019 13:00,2/20/2019 13:00,106,0010 Stamp's Landing,0125 Hamilton & Robson,365 Day Founding Plus,3642,907,3808,4090,7,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1911,0136 David Lam Park - West,0138 Richards & Helmcken,Vancity Community Pass,1509,653,3847,3966,10,9,0,0
2/20/2019 13:00,2/20/2019 14:00,907,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,11384,4111,4105,4316,13,11,0,0
2/20/2019 13:00,2/20/2019 13:00,1934,0227 Campbell & Hastings,0150 Alexander & Main,365 Corporate Standard,1480,515,3853,3956,16,15,0,0
2/20/2019 13:00,2/20/2019 13:00,1504,0204 York & Yew,0204 York & Yew,24 Hour,0,16,3913,3974,12,12,0,0
2/20/2019 13:00,2/20/2019 14:00,665,0204 York & Yew,0137 Beach & Seymour,24 Hour,2883,1284,3819,4003,7,10,0,0
2/20/2019 13:00,2/20/2019 14:00,2041,0105 Stanley Park - Totem Poles,0047 Chilco & Beach,365 Day Founding Plus,8494,2629,4066,4285,11,10,0,0
2/20/2019 13:00,2/20/2019 14:00,1504,0204 York & Yew,0137 Beach & Seymour,24 Hour,2883,1247,3824,4038,12,11,0,0
2/20/2019 13:00,2/20/2019 13:00,1078,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,0,16,3992,4129,13,12,0,0
2/20/2019 13:00,2/20/2019 14:00,1272,0204 York & Yew,0137 Beach & Seymour,24 Hour,2881,1229,3610,3840,7,10,0,0
2/20/2019 13:00,2/20/2019 14:00,632,0105 Stanley Park - Totem Poles,0033 Robson & Denman,24 Hour,4055,1557,4027,4145,13,10,0,0
2/20/2019 13:00,2/20/2019 14:00,1088,0105 Stanley Park - Totem Poles,0033 Robson & Denman,24 Hour,4084,1508,3939,4066,13,10,0,0
2/20/2019 13:00,2/20/2019 14:00,1078,0105 Stanley Park - Totem Poles,0033 Robson & Denman,24 Hour,4032,1503,3951,4138,13,10,0,0
2/20/2019 13:00,2/20/2019 13:00,2064,0019 Robson & Hornby,0082 Richards & Davie,365 Plus,1072,342,3727,3835,8,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1850,0052 Cambie & Water,0052 Cambie & Water,365 Day Pass Plus SALE,26,63,3958,4026,9,9,0,0
2/20/2019 13:00,2/20/2019 14:00,1019,0021 Cordova & Granville,0039 Helmcken & Burrard,365 Standard,1549,420,3473,3623,8,10,0,0
2/20/2019 13:00,2/20/2019 14:00,955,0171 5th & Yukon,0262 8th & Prince Edward,Archived Monthly Standard,1556,516,3735,3771,6,8,0,0
2/20/2019 13:00,2/20/2019 13:00,417,0036 Bute & Robson,0034 Cordova & Bute,365 Day Founding Standard,579,144,3860,3950,11,12,0,0
2/20/2019 13:00,2/20/2019 13:00,1515,0173 1st & Columbia,0119 3rd & Quebec,365 Day Pass Plus SALE,761,222,3615,3758,7,6,0,0
2/20/2019 13:00,2/20/2019 14:00,616,0050 Bute & Comox,0201 Shaw Tower,24 Hour,2240,928,4011,4203,15,10,0,0
2/20/2019 13:00,2/20/2019 14:00,1164,0174 1st & Ontario,0081 7th & Heather,365 Corporate Plus,1480,420,3586,3721,7,8,0,0
2/20/2019 13:00,2/20/2019 14:00,1321,0065 Cypress & Cornwall,0037 Hornby & Nelson,Archived Monthly Plus,2191,622,3797,3924,17,16,0,0
2/20/2019 13:00,2/20/2019 14:00,832,0209 Stanley Park - Information Booth,0093 Chilco & Robson,24 Hour,8547,3776,3721,3958,14,9,0,0
2/20/2019 13:00,2/20/2019 14:00,169,0209 Stanley Park - Information Booth,0093 Chilco & Robson,24 Hour,8662,3719,3982,4272,15,9,0,0
2/20/2019 13:00,2/20/2019 13:00,1422,0050 Bute & Comox,0050 Bute & Comox,VIP,4,31,3790,3831,11,10,0,0
2/20/2019 13:00,2/20/2019 13:00,1203,0078 Nelson & Mainland,0078 Nelson & Mainland,90 Day,0,16,3710,3785,9,8,0,0
2/20/2019 13:00,2/20/2019 13:00,1422,0050 Bute & Comox,0050 Bute & Comox,VIP,0,18,3732,3823,11,10,0,0
2/20/2019 13:00,2/20/2019 14:00,1106,0187 Bute & Davie,0028 Davie & Beach,Archived Monthly Standard,1133,821,3832,3922,14,11,417,1
2/20/2019 13:00,2/20/2019 13:00,1422,0050 Bute & Comox,0050 Bute & Comox,VIP,0,19,3682,3813,11,10,0,0
2/20/2019 13:00,2/20/2019 14:00,1202,0055 Keefer & Columbia,0112 10th & Oak,365 Day Pass Standard SALE,3514,1125,3971,4161,7,9,0,0
2/20/2019 14:00,2/20/2019 14:00,746,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,2436,1239,3858,3960,17,13,0,0
2/20/2019 14:00,2/20/2019 14:00,2,0176 10th & Ontario,0053 Keefer & Abbott,365 Day Pass Standard SALE,2454,574,3950,4106,8,11,0,0
2/20/2019 14:00,2/20/2019 14:00,1441,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,2401,1271,3877,3934,16,11,0,0
2/20/2019 14:00,2/20/2019 14:00,880,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,2432,1426,3939,3892,16,11,0,0
